filename,score
CtrSVDD_0042_E_0001770,1.7218830818
CtrSVDD_0043_E_0001771,-1.6189001435
CtrSVDD_0044_E_0001772,-5.8686990334
CtrSVDD_0045_E_0001773,-5.7324257345
CtrSVDD_0046_E_0001774,-5.7225878989
CtrSVDD_0047_E_0001775,-5.6970982274
CtrSVDD_0000_E_0001776,-5.5774574246
CtrSVDD_0001_E_0001777,-6.7005104851
CtrSVDD_0002_E_0001778,-4.9734618406
CtrSVDD_0003_E_0001779,1.7976633338
CtrSVDD_0004_E_0001780,-10.0660020106
CtrSVDD_0005_E_0001781,-8.1385691357
CtrSVDD_0006_E_0001782,-4.9168077926
CtrSVDD_0007_E_0001783,-3.0499836466
CtrSVDD_0008_E_0001784,-5.8240750799
CtrSVDD_0009_E_0001785,-8.6459102950
CtrSVDD_0010_E_0001786,-2.9199051276
CtrSVDD_0011_E_0001787,-0.7964315437
CtrSVDD_0012_E_0001788,-6.7080755977
CtrSVDD_0013_E_0001789,-6.5659373124
CtrSVDD_0014_E_0001790,-4.7711784572
CtrSVDD_0015_E_0001791,-7.2009314255
CtrSVDD_0016_E_0001792,2.0629994447
CtrSVDD_0017_E_0001793,-5.2708360570
CtrSVDD_0018_E_0001794,-5.1399127586
CtrSVDD_0019_E_0001795,-2.9218497723
CtrSVDD_0020_E_0001796,-7.8651084875
CtrSVDD_0021_E_0001797,1.9348118138
CtrSVDD_0022_E_0001798,-3.7699742007
CtrSVDD_0023_E_0001799,-4.0580663604
CtrSVDD_0024_E_0001800,-1.3468970466
CtrSVDD_0025_E_0001801,-4.8101604922
CtrSVDD_0026_E_0001802,-4.8842483993
CtrSVDD_0027_E_0001803,0.7400603223
CtrSVDD_0028_E_0001804,-0.8118936149
CtrSVDD_0029_E_0001805,-6.1952823796
CtrSVDD_0030_E_0001806,-6.0261453681
CtrSVDD_0031_E_0001807,-6.8252387358
CtrSVDD_0032_E_0001808,-7.2841111665
CtrSVDD_0033_E_0001809,-7.2254584114
CtrSVDD_0034_E_0001810,-4.4719213138
CtrSVDD_0035_E_0001811,-4.7342374245
CtrSVDD_0036_E_0001812,-8.4118048970
CtrSVDD_0037_E_0001813,-5.6025359741
CtrSVDD_0038_E_0001814,-7.4930917151
CtrSVDD_0039_E_0001815,1.6432135432
CtrSVDD_0040_E_0001816,0.7604483910
CtrSVDD_0041_E_0001817,-7.2045395281
CtrSVDD_0042_E_0001818,-6.9501806420
CtrSVDD_0043_E_0001819,-7.8754971771
CtrSVDD_0044_E_0001820,-4.3055613631
CtrSVDD_0045_E_0001821,0.7308942474
CtrSVDD_0046_E_0001822,-5.0654045099
CtrSVDD_0047_E_0001823,-7.5881630684
CtrSVDD_0000_E_0001824,-4.3751010227
CtrSVDD_0001_E_0001825,-7.0493949668
CtrSVDD_0002_E_0001826,-5.6001144736
CtrSVDD_0003_E_0001827,-7.3623111850
CtrSVDD_0004_E_0001828,-1.5228742124
CtrSVDD_0005_E_0001829,-7.3990389303
CtrSVDD_0006_E_0001830,1.9724519057
CtrSVDD_0007_E_0001831,-7.2759770474
CtrSVDD_0008_E_0001832,-4.9391624803
CtrSVDD_0009_E_0001833,0.3376287368
CtrSVDD_0010_E_0001834,0.2900690762
CtrSVDD_0011_E_0001835,-7.0518498440
CtrSVDD_0012_E_0001836,-5.5906386865
CtrSVDD_0013_E_0001837,-6.7587114481
CtrSVDD_0014_E_0001838,-4.8895490532
CtrSVDD_0015_E_0001839,-5.2430995243
CtrSVDD_0016_E_0001840,-0.5816152139
CtrSVDD_0017_E_0001841,-5.4515118698
CtrSVDD_0018_E_0001842,-8.4443347748
CtrSVDD_0019_E_0001843,-5.2654910271
CtrSVDD_0020_E_0001844,-7.5393894532
CtrSVDD_0021_E_0001845,-0.1764594083
CtrSVDD_0022_E_0001846,-7.3097979648
CtrSVDD_0023_E_0001847,-9.0328060258
CtrSVDD_0024_E_0001848,-0.3653585875
CtrSVDD_0025_E_0001849,-5.2005420332
CtrSVDD_0026_E_0001850,-3.9014126200
CtrSVDD_0027_E_0001851,-6.3786174975
CtrSVDD_0028_E_0001852,-7.7246973702
CtrSVDD_0029_E_0001853,-4.7777003478
CtrSVDD_0030_E_0001854,-2.9791417194
CtrSVDD_0031_E_0001855,0.0931539598
CtrSVDD_0032_E_0001856,-6.3068280910
CtrSVDD_0033_E_0001857,-5.6881554658
CtrSVDD_0034_E_0001858,1.1571530850
CtrSVDD_0035_E_0001859,-5.5698293182
CtrSVDD_0036_E_0001860,-0.9007043491
CtrSVDD_0037_E_0001861,-2.5770759574
CtrSVDD_0038_E_0001862,-5.4675770287
CtrSVDD_0039_E_0001863,0.7623174933
CtrSVDD_0040_E_0001864,-6.3086178113
CtrSVDD_0041_E_0001865,-8.3736279162
CtrSVDD_0042_E_0001866,0.9655620099
CtrSVDD_0043_E_0001867,-7.4050265206
CtrSVDD_0044_E_0001868,-4.1824254259
CtrSVDD_0045_E_0001869,-5.6516650122
CtrSVDD_0046_E_0001870,-6.3297647320
CtrSVDD_0047_E_0001871,-5.8238213805
CtrSVDD_0000_E_0001872,1.9367095375
CtrSVDD_0001_E_0001873,-3.9350927110
CtrSVDD_0002_E_0001874,-6.4201712250
CtrSVDD_0003_E_0001875,-3.4364831188
CtrSVDD_0004_E_0001876,-0.2813267155
CtrSVDD_0005_E_0001877,0.7529983711
CtrSVDD_0006_E_0001878,-0.5204622378
CtrSVDD_0007_E_0001879,-8.1389610687
CtrSVDD_0008_E_0001880,-1.4430885239
CtrSVDD_0009_E_0001881,-7.0273848466
CtrSVDD_0010_E_0001882,-6.6640877831
CtrSVDD_0011_E_0001883,-3.0682300023
CtrSVDD_0012_E_0001884,-6.1213921238
CtrSVDD_0013_E_0001885,-4.1902079482
CtrSVDD_0014_E_0001886,-3.3748070835
CtrSVDD_0015_E_0001887,-7.2692586324
CtrSVDD_0016_E_0001888,-3.2462155796
CtrSVDD_0017_E_0001889,-2.6202264645
CtrSVDD_0018_E_0001890,-7.5367433171
CtrSVDD_0019_E_0001891,-7.4720955564
CtrSVDD_0020_E_0001892,-5.5092379589
CtrSVDD_0021_E_0001893,-7.8443921485
CtrSVDD_0022_E_0001894,-3.3631148042
CtrSVDD_0023_E_0001895,-5.4869182494
CtrSVDD_0024_E_0001896,-6.9267911848
CtrSVDD_0025_E_0001897,-5.9013115403
CtrSVDD_0026_E_0001898,-6.0656459605
CtrSVDD_0027_E_0001899,-4.3113675704
CtrSVDD_0028_E_0001900,-6.6583174636
CtrSVDD_0029_E_0001901,0.4801251684
CtrSVDD_0030_E_0001902,-0.6561637812
CtrSVDD_0031_E_0001903,-7.0470469197
CtrSVDD_0032_E_0001904,-7.1621062585
CtrSVDD_0033_E_0001905,-3.6233322764
CtrSVDD_0034_E_0001906,-6.7787976117
CtrSVDD_0035_E_0001907,0.9833812625
CtrSVDD_0036_E_0001908,-3.9074975289
CtrSVDD_0037_E_0001909,-5.1881994666
CtrSVDD_0038_E_0001910,-7.2846123353
CtrSVDD_0039_E_0001911,-4.7092684715
CtrSVDD_0040_E_0001912,-6.7022328971
CtrSVDD_0041_E_0001913,-8.3210733579
CtrSVDD_0042_E_0001914,-6.8486140385
CtrSVDD_0043_E_0001915,-5.9086660372
CtrSVDD_0044_E_0001916,-6.4637588304
CtrSVDD_0045_E_0001917,-0.5424936678
CtrSVDD_0046_E_0001918,-8.5872791306
CtrSVDD_0047_E_0001919,-4.3257389888
CtrSVDD_0000_E_0001920,-7.1224235575
CtrSVDD_0001_E_0001921,-4.5916705645
CtrSVDD_0002_E_0001922,-7.4244460824
CtrSVDD_0003_E_0001923,-4.0907273176
CtrSVDD_0004_E_0001924,-2.9641552142
CtrSVDD_0005_E_0001925,-1.2570169944
CtrSVDD_0006_E_0001926,-6.9514113052
CtrSVDD_0007_E_0001927,-6.6443190028
CtrSVDD_0008_E_0001928,-6.3815253376
CtrSVDD_0009_E_0001929,-6.4023136307
CtrSVDD_0010_E_0001930,-7.4339588815
CtrSVDD_0011_E_0001931,-6.7982750655
CtrSVDD_0012_E_0001932,-6.2919806385
CtrSVDD_0013_E_0001933,-7.0054137812
CtrSVDD_0014_E_0001934,-6.2762162358
CtrSVDD_0015_E_0001935,-8.8398219918
CtrSVDD_0016_E_0001936,-8.3205201958
CtrSVDD_0017_E_0001937,-5.8935253491
CtrSVDD_0018_E_0001938,-6.9007924761
CtrSVDD_0019_E_0001939,-6.1422700048
CtrSVDD_0020_E_0001940,-5.4907909273
CtrSVDD_0021_E_0001941,-4.9194490377
CtrSVDD_0022_E_0001942,-6.2687154000
CtrSVDD_0023_E_0001943,-6.5170824102
CtrSVDD_0024_E_0001944,-7.1572271039
CtrSVDD_0025_E_0001945,-4.4396549879
CtrSVDD_0026_E_0001946,-5.2898150139
CtrSVDD_0027_E_0001947,-8.2967516824
CtrSVDD_0028_E_0001948,2.9899557576
CtrSVDD_0029_E_0001949,-5.1142480401
CtrSVDD_0030_E_0001950,-5.7568712996
CtrSVDD_0031_E_0001951,-6.5048538665
CtrSVDD_0032_E_0001952,0.0468765635
CtrSVDD_0033_E_0001953,-6.6367063378
CtrSVDD_0034_E_0001954,0.0641267737
CtrSVDD_0035_E_0001955,-4.8161039598
CtrSVDD_0036_E_0001956,-5.9358414065
CtrSVDD_0037_E_0001957,-4.5802972658
CtrSVDD_0038_E_0001958,-5.7707986216
CtrSVDD_0039_E_0001959,-8.9196589372
CtrSVDD_0040_E_0001960,-5.7060726200
CtrSVDD_0041_E_0001961,-5.9560365920
CtrSVDD_0042_E_0001962,-2.8545686805
CtrSVDD_0043_E_0001963,-8.7566125784
CtrSVDD_0044_E_0001964,-5.7858310690
CtrSVDD_0045_E_0001965,-4.5149600858
CtrSVDD_0046_E_0001966,-5.5728716369
CtrSVDD_0047_E_0001967,-0.5585763374
CtrSVDD_0000_E_0001968,-7.8488383715
CtrSVDD_0001_E_0001969,-4.8454666609
CtrSVDD_0002_E_0001970,-6.4539856706
CtrSVDD_0003_E_0001971,-6.3492788612
CtrSVDD_0004_E_0001972,-6.6946588545
CtrSVDD_0005_E_0001973,0.6894924976
CtrSVDD_0006_E_0001974,-8.4199161931
CtrSVDD_0007_E_0001975,-6.0472143782
CtrSVDD_0008_E_0001976,0.2192556688
CtrSVDD_0009_E_0001977,-3.9609416722
CtrSVDD_0010_E_0001978,-0.6100137811
CtrSVDD_0011_E_0001979,-6.9428739495
CtrSVDD_0012_E_0001980,-5.1815422131
CtrSVDD_0013_E_0001981,-6.2189230344
CtrSVDD_0014_E_0001982,-5.7846439105
CtrSVDD_0015_E_0001983,-8.3298925373
CtrSVDD_0016_E_0001984,-5.0746815227
CtrSVDD_0017_E_0001985,0.9778485914
CtrSVDD_0018_E_0001986,-3.7531657493
CtrSVDD_0019_E_0001987,-7.6502334984
CtrSVDD_0020_E_0001988,-6.6214684516
CtrSVDD_0021_E_0001989,-6.5995078855
CtrSVDD_0022_E_0001990,-4.8273176571
CtrSVDD_0023_E_0001991,-6.3710422671
CtrSVDD_0024_E_0001992,-1.8606984092
CtrSVDD_0025_E_0001993,-7.8827741124
CtrSVDD_0026_E_0001994,-8.4524492854
CtrSVDD_0027_E_0001995,-6.0214200742
CtrSVDD_0028_E_0001996,-7.3167787098
CtrSVDD_0029_E_0001997,-5.3584746958
CtrSVDD_0030_E_0001998,-0.3193752661
CtrSVDD_0031_E_0001999,-6.1505596891
CtrSVDD_0032_E_0002000,-6.6976882767
CtrSVDD_0033_E_0002001,-5.7642460872
CtrSVDD_0034_E_0002002,-6.2923059297
CtrSVDD_0035_E_0002003,-6.0526017830
CtrSVDD_0036_E_0002004,-8.8340300271
CtrSVDD_0037_E_0002005,-5.3400536180
CtrSVDD_0038_E_0002006,-5.2403477802
CtrSVDD_0039_E_0002007,-6.4351477068
CtrSVDD_0040_E_0002008,-5.4417514808
CtrSVDD_0041_E_0002009,-7.9126862384
CtrSVDD_0042_E_0002010,-7.3017175270
CtrSVDD_0043_E_0002011,-6.0270491013
CtrSVDD_0044_E_0002012,-4.9994539727
CtrSVDD_0045_E_0002013,-7.5258353854
CtrSVDD_0046_E_0002014,-6.9970507474
CtrSVDD_0047_E_0002015,-6.7913840961
CtrSVDD_0000_E_0002016,-1.9461628193
CtrSVDD_0001_E_0002017,-3.2376257997
CtrSVDD_0002_E_0002018,-10.2308442487
CtrSVDD_0003_E_0002019,-6.2998484977
CtrSVDD_0004_E_0002020,-5.5784472515
CtrSVDD_0005_E_0002021,-5.4612465695
CtrSVDD_0006_E_0002022,-6.0123579404
CtrSVDD_0007_E_0002023,-6.2925282351
CtrSVDD_0008_E_0002024,-7.5132822155
CtrSVDD_0009_E_0002025,-7.6146360127
CtrSVDD_0010_E_0002026,-6.2360689126
CtrSVDD_0011_E_0002027,-6.4292474667
CtrSVDD_0012_E_0002028,-6.3924349894
CtrSVDD_0013_E_0002029,-6.6926135520
CtrSVDD_0014_E_0002030,-5.1475605010
CtrSVDD_0015_E_0002031,-5.6351714585
CtrSVDD_0016_E_0002032,-7.3419184758
CtrSVDD_0017_E_0002033,-4.9711015796
CtrSVDD_0018_E_0002034,1.7390199717
CtrSVDD_0019_E_0002035,-4.0750701510
CtrSVDD_0020_E_0002036,-8.2144102734
CtrSVDD_0021_E_0002037,-6.9569653642
CtrSVDD_0022_E_0002038,-4.6027586356
CtrSVDD_0023_E_0002039,-5.3008538460
CtrSVDD_0024_E_0002040,-7.2572214179
CtrSVDD_0025_E_0002041,-4.5049902569
CtrSVDD_0026_E_0002042,-6.2714050334
CtrSVDD_0027_E_0002043,-4.6822922413
CtrSVDD_0028_E_0002044,-4.3168935422
CtrSVDD_0029_E_0002045,-8.5855268624
CtrSVDD_0030_E_0002046,-7.3005217932
CtrSVDD_0031_E_0002047,-7.5193803153
CtrSVDD_0032_E_0002048,-7.5446513848
CtrSVDD_0033_E_0002049,-6.1322819596
CtrSVDD_0034_E_0002050,-7.0042972818
CtrSVDD_0035_E_0002051,-0.6718579897
CtrSVDD_0036_E_0002052,-6.2701353001
CtrSVDD_0037_E_0002053,-2.7201909855
CtrSVDD_0038_E_0002054,-8.4876511558
CtrSVDD_0039_E_0002055,-8.0815014719
CtrSVDD_0040_E_0002056,-1.4591230250
CtrSVDD_0041_E_0002057,-7.6605933654
CtrSVDD_0042_E_0002058,-6.5017937506
CtrSVDD_0043_E_0002059,-7.1075320993
CtrSVDD_0044_E_0002060,-8.3100115960
CtrSVDD_0045_E_0002061,-4.8887700942
CtrSVDD_0046_E_0002062,-8.1908178902
CtrSVDD_0047_E_0002063,-5.4837616052
CtrSVDD_0000_E_0002064,-6.8472435352
CtrSVDD_0001_E_0002065,-6.8055699302
CtrSVDD_0002_E_0002066,-6.7520274982
CtrSVDD_0003_E_0002067,-4.3092032114
CtrSVDD_0004_E_0002068,-7.5971486194
CtrSVDD_0005_E_0002069,-7.2337330417
CtrSVDD_0006_E_0002070,1.6293610596
CtrSVDD_0007_E_0002071,-8.5303878702
CtrSVDD_0008_E_0002072,-5.7126658364
CtrSVDD_0009_E_0002073,-6.7601371030
CtrSVDD_0010_E_0002074,-0.2653542101
CtrSVDD_0011_E_0002075,-5.4341854469
CtrSVDD_0012_E_0002076,-6.2974101983
CtrSVDD_0013_E_0002077,-4.2997240246
CtrSVDD_0014_E_0002078,-8.8488219466
CtrSVDD_0015_E_0002079,-0.4443244374
CtrSVDD_0016_E_0002080,-3.4464410355
CtrSVDD_0017_E_0002081,-7.1522137637
CtrSVDD_0018_E_0002082,-7.7782830051
CtrSVDD_0019_E_0002083,-5.8647529531
CtrSVDD_0020_E_0002084,-7.2840691437
CtrSVDD_0021_E_0002085,-5.8010406990
CtrSVDD_0022_E_0002086,-6.7065738776
CtrSVDD_0023_E_0002087,-1.0787662039
CtrSVDD_0024_E_0002088,-5.3318279373
CtrSVDD_0025_E_0002089,-6.4499999994
CtrSVDD_0026_E_0002090,-5.7324091282
CtrSVDD_0027_E_0002091,-4.9232682539
CtrSVDD_0028_E_0002092,-7.8798752807
CtrSVDD_0029_E_0002093,1.2705100400
CtrSVDD_0030_E_0002094,-6.9995373246
CtrSVDD_0031_E_0002095,-4.0383643507
CtrSVDD_0032_E_0002096,-5.1532727792
CtrSVDD_0033_E_0002097,-4.9517301218
CtrSVDD_0034_E_0002098,-5.5287975773
CtrSVDD_0035_E_0002099,-0.2798717615
CtrSVDD_0036_E_0002100,-3.8690115074
CtrSVDD_0037_E_0002101,-8.7064611589
CtrSVDD_0038_E_0002102,-3.3160067810
CtrSVDD_0039_E_0002103,-5.4967070614
CtrSVDD_0040_E_0002104,-6.2787121303
CtrSVDD_0041_E_0002105,-2.4604177759
CtrSVDD_0042_E_0002106,-4.1708097071
CtrSVDD_0043_E_0002107,-4.7623071789
CtrSVDD_0044_E_0002108,-4.8367724948
CtrSVDD_0045_E_0002109,-6.5369258075
CtrSVDD_0046_E_0002110,-5.3145311656
CtrSVDD_0047_E_0002111,-6.9298557507
CtrSVDD_0000_E_0002112,-5.8850775512
CtrSVDD_0001_E_0002113,-4.2010309079
CtrSVDD_0002_E_0002114,-3.6147984702
CtrSVDD_0003_E_0002115,1.0223818983
CtrSVDD_0004_E_0002116,-1.0812725529
CtrSVDD_0005_E_0002117,-0.8926762724
CtrSVDD_0006_E_0002118,-4.5194259248
CtrSVDD_0007_E_0002119,-6.4245224698
CtrSVDD_0008_E_0002120,-6.0713450337
CtrSVDD_0009_E_0002121,-6.2826423305
CtrSVDD_0010_E_0002122,-7.1151397792
CtrSVDD_0011_E_0002123,-4.7000624739
CtrSVDD_0012_E_0002124,-6.8173030119
CtrSVDD_0013_E_0002125,-3.0260557805
CtrSVDD_0014_E_0002126,0.3969473992
CtrSVDD_0015_E_0002127,0.6773611918
CtrSVDD_0016_E_0002128,-5.2092875314
CtrSVDD_0017_E_0002129,-5.4152814926
CtrSVDD_0018_E_0002130,-2.5598888721
CtrSVDD_0019_E_0002131,-6.4213918391
CtrSVDD_0020_E_0002132,-3.2100071719
CtrSVDD_0021_E_0002133,-6.0533403124
CtrSVDD_0022_E_0002134,-6.3133484782
CtrSVDD_0023_E_0002135,-5.8672660605
CtrSVDD_0024_E_0002136,-2.5247725849
CtrSVDD_0025_E_0002137,-6.5309022330
CtrSVDD_0026_E_0002138,-5.9732896470
CtrSVDD_0027_E_0002139,0.5553094215
CtrSVDD_0028_E_0002140,-5.8452335884
CtrSVDD_0029_E_0002141,-9.4578240205
CtrSVDD_0030_E_0002142,-3.7391056522
CtrSVDD_0031_E_0002143,-0.3002966440
CtrSVDD_0032_E_0002144,-5.4372197251
CtrSVDD_0033_E_0002145,-0.5884333222
CtrSVDD_0034_E_0002146,-6.2299914740
CtrSVDD_0035_E_0002147,-8.1930254869
CtrSVDD_0036_E_0002148,-5.3802609802
CtrSVDD_0037_E_0002149,-6.1793486510
CtrSVDD_0038_E_0002150,-8.8667081805
CtrSVDD_0039_E_0002151,-3.3379267295
CtrSVDD_0040_E_0002152,-4.3300579733
CtrSVDD_0041_E_0002153,-2.3215289073
CtrSVDD_0042_E_0002154,-6.2271112682
CtrSVDD_0043_E_0002155,-0.1086192847
CtrSVDD_0044_E_0002156,-7.3451622783
CtrSVDD_0045_E_0002157,-8.2580194167
CtrSVDD_0046_E_0002158,0.5536781855
CtrSVDD_0047_E_0002159,-6.6795147849
CtrSVDD_0000_E_0002160,0.4567100527
CtrSVDD_0001_E_0002161,-7.6389116889
CtrSVDD_0002_E_0002162,-3.2939931830
CtrSVDD_0003_E_0002163,-5.1687412681
CtrSVDD_0004_E_0002164,-4.1007351852
CtrSVDD_0005_E_0002165,-4.1843681187
CtrSVDD_0006_E_0002166,0.9972598582
CtrSVDD_0007_E_0002167,-6.3414559101
CtrSVDD_0008_E_0002168,-5.7247485196
CtrSVDD_0009_E_0002169,-6.8672624345
CtrSVDD_0010_E_0002170,-7.0635571466
CtrSVDD_0011_E_0002171,-6.3734034475
CtrSVDD_0012_E_0002172,1.4797091119
CtrSVDD_0013_E_0002173,-5.9577181506
CtrSVDD_0014_E_0002174,-4.7395972483
CtrSVDD_0015_E_0002175,-3.4452662946
CtrSVDD_0016_E_0002176,-4.8832723801
CtrSVDD_0017_E_0002177,-7.0341406573
CtrSVDD_0018_E_0002178,-7.2412802878
CtrSVDD_0019_E_0002179,-6.9635563458
CtrSVDD_0020_E_0002180,-6.0691482242
CtrSVDD_0021_E_0002181,-8.0181996383
CtrSVDD_0022_E_0002182,-0.0496774027
CtrSVDD_0023_E_0002183,-6.5554942017
CtrSVDD_0024_E_0002184,-5.4344138980
CtrSVDD_0025_E_0002185,0.2871525250
CtrSVDD_0026_E_0002186,-5.0620060038
CtrSVDD_0027_E_0002187,-6.9621425821
CtrSVDD_0028_E_0002188,-7.7827759856
CtrSVDD_0029_E_0002189,0.7254239831
CtrSVDD_0030_E_0002190,-0.2916468333
CtrSVDD_0031_E_0002191,-8.6629988496
CtrSVDD_0032_E_0002192,-4.7968848610
CtrSVDD_0033_E_0002193,-4.4649418352
CtrSVDD_0034_E_0002194,-4.7520898232
CtrSVDD_0035_E_0002195,-6.8147440079
CtrSVDD_0036_E_0002196,-8.8122732585
CtrSVDD_0037_E_0002197,-5.9778167610
CtrSVDD_0038_E_0002198,-3.9617055155
CtrSVDD_0039_E_0002199,-6.5879400712
CtrSVDD_0040_E_0002200,-4.5143494363
CtrSVDD_0041_E_0002201,-5.3520878599
CtrSVDD_0042_E_0002202,-6.3863341782
CtrSVDD_0043_E_0002203,-6.6076011046
CtrSVDD_0044_E_0002204,-8.0384428900
CtrSVDD_0045_E_0002205,-5.1233329113
CtrSVDD_0046_E_0002206,-5.6188910012
CtrSVDD_0047_E_0002207,0.3683508953
CtrSVDD_0000_E_0002208,-4.4666096448
CtrSVDD_0001_E_0002209,-4.7506021956
CtrSVDD_0002_E_0002210,-8.4228420318
CtrSVDD_0003_E_0002211,0.0258804687
CtrSVDD_0004_E_0002212,-0.8902607472
CtrSVDD_0005_E_0002213,-6.0899195082
CtrSVDD_0006_E_0002214,-5.9707929271
CtrSVDD_0007_E_0002215,-4.2216617574
CtrSVDD_0008_E_0002216,-6.7610976334
CtrSVDD_0009_E_0002217,-5.4042977708
CtrSVDD_0010_E_0002218,-1.3715585885
CtrSVDD_0011_E_0002219,-5.2743912621
CtrSVDD_0012_E_0002220,-4.4812846871
CtrSVDD_0013_E_0002221,-4.9021587517
CtrSVDD_0014_E_0002222,-7.4578568355
CtrSVDD_0015_E_0002223,-3.1629000952
CtrSVDD_0016_E_0002224,-7.1438804170
CtrSVDD_0017_E_0002225,-6.4217222091
CtrSVDD_0018_E_0002226,-8.1286164052
CtrSVDD_0019_E_0002227,-1.4688537976
CtrSVDD_0020_E_0002228,-5.3026057261
CtrSVDD_0021_E_0002229,-3.7625347037
CtrSVDD_0022_E_0002230,-6.2913066162
CtrSVDD_0023_E_0002231,-5.4259485056
CtrSVDD_0024_E_0002232,-5.4783949728
CtrSVDD_0025_E_0002233,-7.1177209986
CtrSVDD_0026_E_0002234,-6.9266185989
CtrSVDD_0027_E_0002235,-6.9121740818
CtrSVDD_0028_E_0002236,-4.6807980592
CtrSVDD_0029_E_0002237,-5.5053717372
CtrSVDD_0030_E_0002238,-5.2404590954
CtrSVDD_0031_E_0002239,-5.3628284370
CtrSVDD_0032_E_0002240,-8.1360053997
CtrSVDD_0033_E_0002241,-7.9506369308
CtrSVDD_0034_E_0002242,-7.9141387229
CtrSVDD_0035_E_0002243,-5.8435385525
CtrSVDD_0036_E_0002244,-6.2311697272
CtrSVDD_0037_E_0002245,-8.7193369275
CtrSVDD_0038_E_0002246,-6.6265153894
CtrSVDD_0039_E_0002247,-5.6146382270
CtrSVDD_0040_E_0002248,-6.2020354308
CtrSVDD_0041_E_0002249,-8.1590028631
CtrSVDD_0042_E_0002250,-2.8726213638
CtrSVDD_0043_E_0002251,1.5643068011
CtrSVDD_0044_E_0002252,-6.0777843750
CtrSVDD_0045_E_0002253,-5.4118963434
CtrSVDD_0046_E_0002254,-6.8432158382
CtrSVDD_0047_E_0002255,-0.1311617906
CtrSVDD_0000_E_0002256,-6.6630394391
CtrSVDD_0001_E_0002257,-7.5194113531
CtrSVDD_0002_E_0002258,-6.7626117001
CtrSVDD_0003_E_0002259,1.0614081289
CtrSVDD_0004_E_0002260,-5.1841882578
CtrSVDD_0005_E_0002261,-6.6653483719
CtrSVDD_0006_E_0002262,-6.6142390522
CtrSVDD_0007_E_0002263,-4.7315495602
CtrSVDD_0008_E_0002264,-6.2457186812
CtrSVDD_0009_E_0002265,-5.0815429350
CtrSVDD_0010_E_0002266,-7.6651419622
CtrSVDD_0011_E_0002267,-5.7553445731
CtrSVDD_0012_E_0002268,-6.9597794949
CtrSVDD_0013_E_0002269,-6.3387785727
CtrSVDD_0014_E_0002270,-1.8445234323
CtrSVDD_0015_E_0002271,-6.4517151468
CtrSVDD_0016_E_0002272,-5.2690697017
CtrSVDD_0017_E_0002273,-4.9697362511
CtrSVDD_0018_E_0002274,-5.2521922793
CtrSVDD_0019_E_0002275,-4.0628703283
CtrSVDD_0020_E_0002276,-6.4024923390
CtrSVDD_0021_E_0002277,-7.4804789522
CtrSVDD_0022_E_0002278,-6.3182255796
CtrSVDD_0023_E_0002279,1.2464162809
CtrSVDD_0024_E_0002280,-6.0586179787
CtrSVDD_0025_E_0002281,2.3571626578
CtrSVDD_0026_E_0002282,-5.0971146848
CtrSVDD_0027_E_0002283,-7.7237008727
CtrSVDD_0028_E_0002284,-5.1740502098
CtrSVDD_0029_E_0002285,-6.0659978485
CtrSVDD_0030_E_0002286,0.0847279455
CtrSVDD_0031_E_0002287,-8.9924181795
CtrSVDD_0032_E_0002288,-2.7845929456
CtrSVDD_0033_E_0002289,-6.3476642961
CtrSVDD_0034_E_0002290,-6.9055111352
CtrSVDD_0035_E_0002291,-4.0783128553
CtrSVDD_0036_E_0002292,-3.2718763215
CtrSVDD_0037_E_0002293,-5.7675509720
CtrSVDD_0038_E_0002294,-7.0090635650
CtrSVDD_0039_E_0002295,-7.6344504920
CtrSVDD_0040_E_0002296,-5.9208842516
CtrSVDD_0041_E_0002297,-4.7580124046
CtrSVDD_0042_E_0002298,-4.3216249453
CtrSVDD_0043_E_0002299,-8.1923185254
CtrSVDD_0044_E_0002300,0.5520484215
CtrSVDD_0045_E_0002301,-4.7920223858
CtrSVDD_0046_E_0002302,-4.9178135595
CtrSVDD_0047_E_0002303,-7.4584714670
CtrSVDD_0000_E_0002304,-1.0323732006
CtrSVDD_0001_E_0002305,-6.7037479119
CtrSVDD_0002_E_0002306,-6.6598315303
CtrSVDD_0003_E_0002307,-6.8833791784
CtrSVDD_0004_E_0002308,-5.0060437819
CtrSVDD_0005_E_0002309,0.2420803761
CtrSVDD_0006_E_0002310,1.4713997696
CtrSVDD_0007_E_0002311,-6.9636590319
CtrSVDD_0008_E_0002312,0.7492890010
CtrSVDD_0009_E_0002313,-5.9510788694
CtrSVDD_0010_E_0002314,-7.2443544462
CtrSVDD_0011_E_0002315,-5.4712767981
CtrSVDD_0012_E_0002316,-4.7436046375
CtrSVDD_0013_E_0002317,-5.5596435952
CtrSVDD_0014_E_0002318,-6.5752058461
CtrSVDD_0015_E_0002319,-2.0229735836
CtrSVDD_0016_E_0002320,-7.7804499880
CtrSVDD_0017_E_0002321,0.5213535034
CtrSVDD_0018_E_0002322,-1.1849199287
CtrSVDD_0019_E_0002323,-3.0223528335
CtrSVDD_0020_E_0002324,-5.2038238522
CtrSVDD_0021_E_0002325,-7.1889769411
CtrSVDD_0022_E_0002326,-2.2109873292
CtrSVDD_0023_E_0002327,-4.1403694012
CtrSVDD_0024_E_0002328,0.7272449856
CtrSVDD_0025_E_0002329,0.9348057945
CtrSVDD_0026_E_0002330,-6.9287790801
